Symbol,Token,,,,NIFTY 50,,,,,
OSWALAGRO,2514,,,,,,,,,
OSIAHYPER,12643,,,,,,,,,
ORTINLAB,2979,,,,,,,,,
ORISSAMINE,19931,,,,,,,,,
ORIENTPPR,2496,,,,,,,,,
ORIENTLTD,18208,,,,,,,,,
OSWALGREEN,471,,,,,,,,,
ORIENTHOT,2493,,,,,,,,,
PANACHE,16292,,,,,,,,,
PANSARI,6141,,,,,,,,,
PATANJALI,17029,,,,,,,,,
PASUPTAC,6045,,,,,,,,,
PASHUPATI,21657,,,,,,,,,
PARTYCRUS,2599,,,,,,,,,
PARSVNATH,13791,,,,,,,,,
PARKHOTELS,22649,,,,,,,,,
PANAMAPET,25392,,,,,,,,,
PARIN,5460,,,,,,,,,
PARAS,5911,,,,,,,,,
PARAGON,19779,,,,,,,,,
PARAGMILK,17130,,,,,,,,,
PARADEEP,9741,,,,,,,,,
PARACABLES,13955,,,,,,,,,
PAR,5631,,,,,,,,,
PARASPETRO,8975,,,,,,,,,
ORIENTELEC,2972,,,,,,,,,
ORIENTCER,13111,,,,,,,,,
ORIENTCEM,30089,,,,,,,,,
OLIL,19386,,,,,,,,,
OLECTRA,10637,,,,,,,,,
OILCOUNTUB,8109,,,,,,,,,
OIL,17438,,,,,,,,,
OFSS,10738,,,,,,,,,
OCCL,12231,,,,,,,,,
OMAXAUTO,14125,,,,,,,,,
OBEROIRLTY,20242,,,,,,,,,
OAL,10768,,,,,,,,,
NYKAA,6545,,,,,,,,,
NXST,15815,,,,,,,,,
NUVOCO,5426,,,,,,,,,
NUVAMA,18721,,,,,,,,,
NURECA,2350,,,,,,,,,
OBCL,8797,,,,,,,,,
OMAXE,14853,,,,,,,,,
OMFURN,117,,,,,,,,,
OMINFRAL,24231,,,,,,,,,
ORIENTBELL,14278,,,,,,,,,
ORIENTALTL,14350,,,,,,,,,
ORICONENT,10159,,,,,,,,,
ORIANA,17882,,,,,,,,,
ORCHPHARMA,926,,,,,,,,,
ORBTEXP,31475,,,,,,,,,
OPTIEMUS,21469,,,,,,,,,
ONWARDTEC,2481,,,,,,,,,
ONMOBILE,15278,,,,,,,,,
ONGC,2475,,,,,,,,,
ONEPOINT,9939,,,,,,,,,
ONELIFECAP,25496,,,,,,,,,
ONDOOR,19692,,,,,,,,,
OMKARCHEM,13515,,,,,,,,,
PATELENG,11699,,,,,,,,,
NTPC,11630,,,,,,,,,
PATINTLOG,15219,,,,,,,,,
PAVNAIND,16192,,,,,,,,,
POLYPLEX,2687,,,,,,,,,
POLYMED,25718,,,,,,,,,
POLYCAB,9590,,,,,,,,,
POLICYBZR,6656,,,,,,,,,
POKARNA,17651,,,,,,,,,
PODDARMENT,19036,,,,,,,,,
POLYSIL,22711,,,,,,,,,
PODDARHOUS,19672,,,,,,,,,
PNCINFRA,9385,,,,,,,,,
PNC,9342,,,,,,,,,
PNBHOUSING,18908,,,,,,,,,
PNBGILTS,8736,,,,,,,,,
PNB,10666,,,,,,,,,
PLAZACABLE,19458,,,,,,,,,
POCL,14385,,,,,,,,,
PLATIND,22930,,,,,,,,,
PONNIERODE,10661,,,,,,,,,
POWERGRID,14977,,,,,,,,,
PRECISION,7950,,,,,,,,,
PRECAM,12603,,,,,,,,,
PRAXIS,1216,,,,,,,,,
PRATHAM,23113,,,,,,,,,
PRAMARA,18514,,,,,,,,,
PRAKASHSTL,19603,,,,,,,,,
POONAWALLA,11403,,,,,,,,,
PRAKASH,2708,,,,,,,,,
PRAENG,13945,,,,,,,,,
PPLPHARMA,11571,,,,,,,,,
PPL,10297,,,,,,,,,
PPAP,15209,,,,,,,,,
POWERMECH,10473,,,,,,,,,
POWERINDIA,18457,,,,,,,,,
PRAJIND,2705,,,,,,,,,
PLASTIBLEN,13920,,,,,,,,,
PLADAINFO,19492,,,,,,,,,
PKTEA,10321,,,,,,,,,
PETRONET,11351,,,,,,,,,
PERSISTENT,18365,,,,,,,,,
PERFECT,11250,,,,,,,,,
PENTAGON,17132,,,,,,,,,
PENINLAND,2256,,,,,,,,,
PFC,14299,,,,,,,,,
PENIND,20621,,,,,,,,,
PEARLPOLY,8188,,,,,,,,,
PDSL,5264,,,,,,,,,
PDMJEPAPER,15377,,,,,,,,,
PCJEWELLER,29124,,,,,,,,,
PCBL,2649,,,,,,,,,
PAYTM,6705,,,,,,,,,
PEL,2412,,,,,,,,,
PFIZER,2643,,,,,,,,,
PFOCUS,13496,,,,,,,,,
PFS,22602,,,,,,,,,
PIXTRANS,9087,,,,,,,,,
PITTIENG,14134,,,,,,,,,
PIONEEREMB,13463,,,,,,,,,
PILITA,30838,,,,,,,,,
PILANIINVS,11445,,,,,,,,,
PIIND,24184,,,,,,,,,
PIGL,15730,,,,,,,,,
PIDILITIND,2664,,,,,,,,,
PHOENIXLTD,14552,,,,,,,,,
PHANTOMFX,11612,,,,,,,,,
PGINVIT,3494,,,,,,,,,
PGIL,14260,,,,,,,,,
PGHL,940,,,,,,,,,
PGHH,2535,,,,,,,,,
PGEL,25358,,,,,,,,,
PATTECH,15143,,,,,,,,,
ZYDUSLIFE,7929,,,,,,,,,
ZYDUSWELL,17635,,,,,,,,,
111NSETEST,14774,,,,,,,,,
63MOONS,11868,,,,,,,,,
3MINDIA,474,,,,,,,,,
3PLAND,2595,,,,,,,,,
3RDROCK,5621,,,,,,,,,
121NSETEST,14777,,,,,,,,,
360ONE,13061,,,,,,,,,
21STCENMGM,7750,,,,,,,,,
5PAISA,445,,,,,,,,,
20MICRONS,16921,,,,,,,,,
181NSETEST,23447,,,,,,,,,
171NSETEST,23446,,,,,,,,,
161NSETEST,14784,,,,,,,,,
151NSETEST,14782,,,,,,,,,
141NSETEST,14781,,,,,,,,,
11NSETEST,12841,,,,,,,,,
3IINFOLTD,6232,,,,,,,,,
101NSETEST,14772,,,,,,,,,
131NSETEST,14778,,,,,,,,,
021NSETEST,14751,,,,,,,,,
031NSETEST,14753,,,,,,,,,
041NSETEST,14755,,,,,,,,,
051NSETEST,14758,,,,,,,,,
061NSETEST,14762,,,,,,,,,
071NSETEST,14764,,,,,,,,,
081NSETEST,14767,,,,,,,,,
091NSETEST,14769,,,,,,,,,
AARTISURF,12121,,,,,,,,,
RADIOCITY,15082,,,,,,,,,
863REC29,2933,,,,,,,,,
875PCHFL31,5155,,,,,,,,,
875PCHFL26,5151,,,,,,,,,
875NHAI29,192,,,,,,,,,
875IIFL26A,13845,,,,,,,,,
875IHFL27,7765,,,,,,,,,
875IHFL29,7671,,,,,,,,,
875SFL27,17159,,,,,,,,,
875IHFL26,5846,,,,,,,,,
875IHFL23A,21028,,,,,,,,,
875IIFL26,6200,,,,,,,,,
875TCAPS29,21227,,,,,,,,,
87IHFL24,11328,,,,,,,,,
878MFL27,20749,,,,,,,,,
879IBHFL26,18632,,,,,,,,,
879NHPC28,31486,,,,,,,,,
875IBHL27,9255,,,,,,,,,
87IHFL24A,11830,,,,,,,,,
87IHFL25,13477,,,,,,,,,
87IHFL27,11356,,,,,,,,,
87IHFL27A,11846,,,,,,,,,
87LTF27,20691,,,,,,,,,
880IREDA29,1391,,,,,,,,,
880IREDA34,1393,,,,,,,,,
884LTF29,20648,,,,,,,,,
885CIFCL34,23244,,,,,,,,,
876HUDCO28,19968,,,,,,,,,
875GFL27,21615,,,,,,,,,
873NTPC28,31766,,,,,,,,,
863NHB34,31967,,,,,,,,,
865CIFC865,22917,,,,,,,,,
865IBHFL26,18624,,,,,,,,,
865IFL28,17039,,,,,,,,,
865IHF24,11814,,,,,,,,,
865IHF24B,11365,,,,,,,,,
865IIFL28,13852,,,,,,,,,
865IRFC29,603,,,,,,,,,
865LTF26,20715,,,,,,,,,
865NHB34,1761,,,,,,,,,
865TCAPS27,21197,,,,,,,,,
863NHB29,31966,,,,,,,,,
863IRFC29,1991,,,,,,,,,
862REC33,30992,,,,,,,,,
861REC34,2935,,,,,,,,,
860HFL29,22564,,,,,,,,,
866IBHL25,9221,,,,,,,,,
866ICCL23A,15251,,,,,,,,,
872MMFSL26,20046,,,,,,,,,
871REC28,30990,,,,,,,,,
86LTF24,20695,,,,,,,,,
86CIFC29,22556,,,,,,,,,
860CIFC29,23012,,,,,,,,,
860CIFCL28,20443,,,,,,,,,
875CIFC23B,22542,,,,,,,,,
868NHB29,1758,,,,,,,,,
867NHPC33,31484,,,,,,,,,
866SFL25,17157,,,,,,,,,
866NTPC33,31762,,,,,,,,,
866IIFC34B,20056,,,,,,,,,
866IHFL25,7763,,,,,,,,,
866IHFL24,5844,,,,,,,,,
860CIFCL29,23172,,,,,,,,,
867PFCL33,20026,,,,,,,,,
829LTF24,20709,,,,,,,,,
885LTF27,20671,,,,,,,,,
903MFL29,23665,,,,,,,,,
902MFL27,23768,,,,,,,,,
902IHFL27,23295,,,,,,,,,
902IHFL26I,17521,,,,,,,,,
902IHFL26A,20065,,,,,,,,,
902IHFL26,19763,,,,,,,,,
901NHB34,31970,,,,,,,,,
901HUDCO34,19970,,,,,,,,,
8ABHF34,22635,,,,,,,,,
8ABFL26,19314,,,,,,,,,
89IHFL24A,11857,,,,,,,,,
89IHFL24,13435,,,,,,,,,
898LTF29,20655,,,,,,,,,
897MOFSL29,23706,,,,,,,,,
895MFL27,23667,,,,,,,,,
903SFL28,498,,,,,,,,,
905IH24,11818,,,,,,,,,
905IH24A,11310,,,,,,,,,
905IH24B,11368,,,,,,,,,
920PEL28,19853,,,,,,,,,
920NFL23A,17478,,,,,,,,,
91SFL27,17172,,,,,,,,,
91MOFSL27,23702,,,,,,,,,
916IHFL25,13482,,,,,,,,,
915IHFL27A,11854,,,,,,,,,
915IHFL27,11361,,,,,,,,,
894IHFL27,13487,,,,,,,,,
915IBHFL26,18636,,,,,,,,,
910TCAP28,21225,,,,,,,,,
910CAGL25,18446,,,,,,,,,
905PEL26,19828,,,,,,,,,
905LTF27,20687,,,,,,,,,
905IHFL27,11342,,,,,,,,,
905IHFL25,13460,,,,,,,,,
905IHF24,11316,,,,,,,,,
913ICCL24A,14010,,,,,,,,,
885IBHFL26,18626,,,,,,,,,
894IHFL25A,11837,,,,,,,,,
894IHFL24,13448,,,,,,,,,
888IHFL25F,20427,,,,,,,,,
888IHFL25E,18906,,,,,,,,,
888IHFL25D,19774,,,,,,,,,
888IHFL25C,15215,,,,,,,,,
888IHFL25B,20972,,,,,,,,,
888IHFL25A,17488,,,,,,,,,
888IHFL25,19957,,,,,,,,,
888ERFL28,2252,,,,,,,,,
886REC34,2953,,,,,,,,,
885TCAPS29,21229,,,,,,,,,
885NOM28,23551,,,,,,,,,
885MOFSL26,23698,,,,,,,,,
85TCAPS24,21192,,,,,,,,,
885MFL29,22513,,,,,,,,,
885MFL28,20751,,,,,,,,,
888IHFL26,23285,,,,,,,,,
888IRFC29,1999,,,,,,,,,
888NHB29,31969,,,,,,,,,
888REC29,2947,,,,,,,,,
894HFL25,23787,,,,,,,,,
893NHB29,1765,,,,,,,,,
892PFCL33,20028,,,,,,,,,
892NHPC33,31487,,,,,,,,,
891NTPC33,31768,,,,,,,,,
891IIFCL34,20058,,,,,,,,,
890NHB34,1767,,,,,,,,,
894IHFL25,11339,,,,,,,,,
890NCPL28,22737,,,,,,,,,
890ICCL23A,15253,,,,,,,,,
88IHFL25,11333,,,,,,,,,
88IHF25,11833,,,,,,,,,
889IHFL28,5859,,,,,,,,,
889IHFL27,7777,,,,,,,,,
889IHFL26,5855,,,,,,,,,
889IBHL27,9277,,,,,,,,,
890MFL27,23361,,,,,,,,,
85PFL26A,9982,,,,,,,,,
857IHFL24,13443,,,,,,,,,
85PCHFL24,5134,,,,,,,,,
820ABHFL27,23228,,,,,,,,,
820ABHF27,22925,,,,,,,,,
81TCHF28,16870,,,,,,,,,
81ABFL33,19351,,,,,,,,,
818CANF29,23449,,,,,,,,,
816ABFL29,22715,,,,,,,,,
820IBHL25,9218,,,,,,,,,
815SHFL25,20747,,,,,,,,,
815LTF24,20700,,,,,,,,,
813PNBH33,20903,,,,,,,,,
813LTF29,22482,,,,,,,,,
813ABHF28,20595,,,,,,,,,
812REC27,19924,,,,,,,,,
812ABFL28,20562,,,,,,,,,
815LTF27,21231,,,,,,,,,
820IHFL25,7761,,,,,,,,,
820IIFL27,7648,,,,,,,,,
820TPL26,20617,,,,,,,,,
830CIFC26,15370,,,,,,,,,
830ABFL26,20576,,,,,,,,,
83044SMF29,23009,,,,,,,,,
82TCHF25,16834,,,,,,,,,
82IHFL24,5842,,,,,,,,,
82IGT31,3464,,,,,,,,,
82HUDCO27,31240,,,,,,,,,
829PFL29,9975,,,,,,,,,
82972SMF25,22484,,,,,,,,,
825PCHFL24,5132,,,,,,,,,
825IIFL25,7640,,,,,,,,,
825CFHL27,22822,,,,,,,,,
8258TCL27,22919,,,,,,,,,
8254KSFP29,23170,,,,,,,,,
824LTF27,23153,,,,,,,,,
810TCHFL27,22768,,,,,,,,,
830NHAI27,31040,,,,,,,,,
810NIIF34,22461,,,,,,,,,
810ABHF28,20586,,,,,,,,,
797ABF28,20582,,,,,,,,,
795SHFL34,23563,,,,,,,,,
795NIIF36,23140,,,,,,,,,
795IGT31,3457,,,,,,,,,
793THDC34,21463,,,,,,,,,
792TCHFL34,23246,,,,,,,,,
797IGT31,3476,,,,,,,,,
792TCH25,16789,,,,,,,,,
78ABFL33,19349,,,,,,,,,
789SDIL29,23656,,,,,,,,,
787LIC29,23751,,,,,,,,,
783NHB27,22797,,,,,,,,,
7835LIC27,22971,,,,,,,,,
SFLZC24A,12937,,,,,,,,,
78NABARD27,21239,,,,,,,,,
797SFL30,22921,,,,,,,,,
799TCL29,22684,,,,,,,,,
799TCL34,22643,,,,,,,,,
807NIIF39,22416,,,,,,,,,
806SDIL29,22515,,,,,,,,,
805ABFL28,19333,,,,,,,,,
80409TCH27,20786,,,,,,,,,
803ABHF27,20590,,,,,,,,,
803ABF33,20584,,,,,,,,,
802ABHF28,20588,,,,,,,,,
801TCH28,16838,,,,,,,,,
801TCH25,16791,,,,,,,,,
801ABF28,20578,,,,,,,,,
79NHIT47,11669,,,,,,,,,
79NHIT40,11665,,,,,,,,,
79NHIT35,11658,,,,,,,,,
79IGT28,3433,,,,,,,,,
79ABF28,20580,,,,,,,,,
810IRFC27,31128,,,,,,,,,
830NIRMA25,22807,,,,,,,,,
830PFCL27,20022,,,,,,,,,
830SMF25,23660,,,,,,,,,
850IIFL27,7662,,,,,,,,,
850IHFL25A,5863,,,,,,,,,
850IHFL25,7752,,,,,,,,,
850IBHL25,9195,,,,,,,,,
850CIFCL26,20435,,,,,,,,,
84TCHF28,16874,,,,,,,,,
850NHAI29,186,,,,,,,,,
84TCAPS24,21190,,,,,,,,,
849NTPC25,7377,,,,,,,,,
848NTPC28,31760,,,,,,,,,
847TPL26,20614,,,,,,,,,
847IHFL25,11337,,,,,,,,,
846REC28,30984,,,,,,,,,
845LTF24,20693,,,,,,,,,
84CIFCL28,17958,,,,,,,,,
850NIRMA27,22811,,,,,,,,,
850TPL26,20612,,,,,,,,,
851HUDCO28,19964,,,,,,,,,
85LTF26,20713,,,,,,,,,
85IIFL25,13833,,,,,,,,,
85IIFL24,6189,,,,,,,,,
85IFL26,17024,,,,,,,,,
85CIFC27,22551,,,,,,,,,
859CIFCL29,23658,,,,,,,,,
858HUDCO29,19966,,,,,,,,,
858CIF27,23734,,,,,,,,,
921ISFL25,20762,,,,,,,,,
855TCAPS27,21194,,,,,,,,,
855NCPL26,22600,,,,,,,,,
855IREDA34,1383,,,,,,,,,
855IREDA29,1380,,,,,,,,,
854NHPC28,31483,,,,,,,,,
852LTF27,20689,,,,,,,,,
843TPL26,20628,,,,,,,,,
843IHFL29,7668,,,,,,,,,
843IHFL27,7772,,,,,,,,,
843IBHL27,9273,,,,,,,,,
835IHFL23B,21056,,,,,,,,,
835IHFL23A,21026,,,,,,,,,
835IFL25,17016,,,,,,,,,
833TPL27,21953,,,,,,,,,
833IHFL24,11324,,,,,,,,,
833IHF24,11827,,,,,,,,,
833ABFL27,23165,,,,,,,,,
832TPL29,22895,,,,,,,,,
832TPL28,22893,,,,,,,,,
832TPL27,22891,,,,,,,,,
832TPL26,22889,,,,,,,,,
832TFSIL29,21760,,,,,,,,,
831ABFL34,23569,,,,,,,,,
83117SMF25,22486,,,,,,,,,
830TFSIL27,22854,,,,,,,,,
835KSFL27,23168,,,,,,,,,
85PCHFL26,5145,,,,,,,,,
835PCHF23,5829,,,,,,,,,
83645TFS27,21767,,,,,,,,,
842IIFL26,6197,,,,,,,,,
840TPL29,21684,,,,,,,,,
840TPL28,21624,,,,,,,,,
840TPL27,21677,,,,,,,,,
840TPL26,21659,,,,,,,,,
840NIRMA26,22809,,,,,,,,,
840IRFC29,591,,,,,,,,,
840GIL27,22907,,,,,,,,,
840CIFCL28,15374,,,,,,,,,
840CIFCL27,21325,,,,,,,,,
83TCHF28,16872,,,,,,,,,
83TCHF25,16836,,,,,,,,,
837SMFG29,22575,,,,,,,,,
837REC33,30986,,,,,,,,,
836GIL26,22905,,,,,,,,,
835SMFG27,21572,,,,,,,,,
922SFL24,12916,,,,,,,,,
925IHFL25E,17940,,,,,,,,,
925BCIPL28,22964,,,,,,,,,
CIF29,22558,,,,,,,,,
CIF27,22553,,,,,,,,,
745IGT26,3422,,,,,,,,,
745RL34,23532,,,,,,,,,
CAGL28,18498,,,,,,,,,
CAGL27A,12471,,,,,,,,,
CIFC26,22545,,,,,,,,,
CAGL27,18485,,,,,,,,,
CAGL25A,12456,,,,,,,,,
CAGL25,18462,,,,,,,,,
CAGL24,12434,,,,,,,,,
746IRFC29,23157,,,,,,,,,
MUTF27,23363,,,,,,,,,
747RL34,22813,,,,,,,,,
CAGL26,18473,,,,,,,,,
748IRFC34A,22735,,,,,,,,,
CIFC26A,17952,,,,,,,,,
CIFCZC25,20433,,,,,,,,,
743REC35,19926,,,,,,,,,
M&MFIN,20050,,,,,,,,,
704REC28,29614,,,,,,,,,
704NHAI26,14497,,,,,,,,,
704IRFC28,29607,,,,,,,,,
704IRFC26,15110,,,,,,,,,
CIFC28,17964,,,,,,,,,
744IRFC34,22887,,,,,,,,,
745EXIM28,22661,,,,,,,,,
CIFCZC28A,15376,,,,,,,,,
CIFCZC28,20445,,,,,,,,,
CIFCZC26A,15372,,,,,,,,,
CIFCZC26,20437,,,,,,,,,
CIFCZC25A,15368,,,,,,,,,
CITI26C,23138,,,,,,,,,
NIDOZC26,17868,,,,,,,,,
749IGT28,3442,,,,,,,,,
749PFC34,22795,,,,,,,,,
ABFRESET27,22909,,,,,,,,,
ABFL28,19335,,,,,,,,,
ABFL26,19323,,,,,,,,,
759RL27,23534,,,,,,,,,
AAFS34A,23671,,,,,,,,,
AAFS34,22927,,,,,,,,,
759IREDA34,22820,,,,,,,,,
AAFS27B,23669,,,,,,,,,
AAFS27A,22654,,,,,,,,,
9TCAP28,21221,,,,,,,,,
9SFL25A,17163,,,,,,,,,
9PEL25,19821,,,,,,,,,
9PCHFL31A,5160,,,,,,,,,
9MMFSML,20048,,,,,,,,,
AAFS27B,23628,,,,,,,,,
759IRDA34,23250,,,,,,,,,
757NHB31,21394,,,,,,,,,
757IRFC29,21621,,,,,,,,,
750IRFC35,11757,,,,,,,,,
751HUDCO28,29312,,,,,,,,,
751NHB31,23626,,,,,,,,,
PCHFMIBO25,22686,,,,,,,,,
PCHTBILL25,23015,,,,,,,,,
753IRED34,23006,,,,,,,,,
753IRFC30,11754,,,,,,,,,
753NTPC30E,10749,,,,,,,,,
753RECL34,23749,,,,,,,,,
ALPHA27,22856,,,,,,,,,
755DDL39,22944,,,,,,,,,
755PFC27,23109,,,,,,,,,
755PGCI34,23571,,,,,,,,,
757BOB24,22234,,,,,,,,,
757IREDL29,23155,,,,,,,,,
DLSL25,8062,,,,,,,,,
DLSL25A,9520,,,,,,,,,
DLSLNIFT24,10659,,,,,,,,,
DLSLZC24,13023,,,,,,,,,
IBHFZC26B,17535,,,,,,,,,
IBHFZC26C,19772,,,,,,,,,
IBHFZC26D,20082,,,,,,,,,
IBHFZC26E,20088,,,,,,,,,
IBHFZC26F,21003,,,,,,,,,
IBHFZC26G,21008,,,,,,,,,
IBHFZC26A,18638,,,,,,,,,
729NHAI26,14499,,,,,,,,,
ICICM58,10201,,,,,,,,,
IFCIZC24,5761,,,,,,,,,
IFCIZC25,6652,,,,,,,,,
IHFL22,11823,,,,,,,,,
IHFL22A,11322,,,,,,,,,
IIFLHF29,7674,,,,,,,,,
ICCL25,15220,,,,,,,,,
IBHFZC26,18630,,,,,,,,,
729IRFC26,15134,,,,,,,,,
IBHFZC25F,20984,,,,,,,,,
728IRFC30,11730,,,,,,,,,
728NTPC30B,10741,,,,,,,,,
725IRFC35,11748,,,,,,,,,
IBHF24,11825,,,,,,,,,
IBHF24A,13453,,,,,,,,,
IBHF25,7757,,,,,,,,,
IBHF25A,18824,,,,,,,,,
IBHF25B,18829,,,,,,,,,
IBHF26,19770,,,,,,,,,
IBHFZC25,9211,,,,,,,,,
IBHFZC25A,17503,,,,,,,,,
IBHFZC25B,17505,,,,,,,,,
IBHFZC25C,20037,,,,,,,,,
IBHFZC25D,20039,,,,,,,,,
IBHFZC25E,20982,,,,,,,,,
IIFLHFZC27,7666,,,,,,,,,
9IIFL28A,13854,,,,,,,,,
IIFLZC24,6195,,,,,,,,,
IIFLZC25A,13840,,,,,,,,,
735NHAI31,11954,,,,,,,,,
735PFCL35,19972,,,,,,,,,
735PGCIL34,23061,,,,,,,,,
714NHAI26,11949,,,,,,,,,
736NTPC25D,10746,,,,,,,,,
736PFCL28,19974,,,,,,,,,
735NABAR31,20032,,,,,,,,,
737NTPC35C,10744,,,,,,,,,
738REC27TF,29111,,,,,,,,,
739NHAI26,11952,,,,,,,,,
739NHAI31A,14522,,,,,,,,,
740EXIM29,23050,,,,,,,,,
740IIFCL33,20052,,,,,,,,,
707IRFC25,11722,,,,,,,,,
711NTPC25A,10737,,,,,,,,,
GFL27,23151,,,,,,,,,
735IRFC31,15112,,,,,,,,,
734IRFC28,29323,,,,,,,,,
IIFLZC25B,17018,,,,,,,,,
IIFLZC25C,7645,,,,,,,,,
IIFLZC26,6207,,,,,,,,,
IIFLZC26A,13850,,,,,,,,,
IIFLZC26B,17034,,,,,,,,,
IIFLZC28,2883,,,,,,,,,
IIFLZC28A,13858,,,,,,,,,
IIFLZC28B,17043,,,,,,,,,
IIFLZC28C,5217,,,,,,,,,
IMC1,14214,,,,,,,,,
IMC1,14219,,,,,,,,,
IMC1,14224,,,,,,,,,
IMC1,14228,,,,,,,,,
719HUDCO28,29650,,,,,,,,,
732IRFC25,11751,,,,,,,,,
IIFLZC25,19069,,,,,,,,,
925BCIL28,22962,,,,,,,,,
9IIFL28,17041,,,,,,,,,
9ICCL23A,15364,,,,,,,,,
940IHFL27,23291,,,,,,,,,
940IHFL26C,17508,,,,,,,,,
940IHFL26B,20986,,,,,,,,,
940IHFL26A,20045,,,,,,,,,
940IHFL26,19758,,,,,,,,,
940ICCL28,14036,,,,,,,,,
943ECL28,4288,,,,,,,,,
940CAGL27,18480,,,,,,,,,
93IHFL25,11335,,,,,,,,,
93IHFL24A,11861,,,,,,,,,
93IHFL24,13438,,,,,,,,,
93IHF25,11835,,,,,,,,,
939IHFL27,13492,,,,,,,,,
935PEL33A,5827,,,,,,,,,
93MOFSL34,23710,,,,,,,,,
935PEL33,19861,,,,,,,,,
945CAGL24,12427,,,,,,,,,
948ICCL25A,14017,,,,,,,,,
955IHFL25,13465,,,,,,,,,
955ICCL25A,14021,,,,,,,,,
950NFL23A,17485,,,,,,,,,
950IIFL27,23242,,,,,,,,,
950BCIPL28,23034,,,,,,,,,
94SFL28,1001,,,,,,,,,
945IFSL25,14040,,,,,,,,,
94NFL24,9849,,,,,,,,,
948IHFL27,23297,,,,,,,,,
948IHFL26I,17528,,,,,,,,,
948IHFL26D,14721,,,,,,,,,
948IHFL26B,21000,,,,,,,,,
948IHFL26A,20075,,,,,,,,,
948IHFL26,19768,,,,,,,,,
94IFCI25,6646,,,,,,,,,
935PEL26,22915,,,,,,,,,
935MOFSL29,23708,,,,,,,,,
935LTF29,20643,,,,,,,,,
925IHFL25G,20125,,,,,,,,,
925IHFL25F,18812,,,,,,,,,
SFLZC25A,17179,,,,,,,,,
925IHFL25D,17928,,,,,,,,,
925IHFL25C,17501,,,,,,,,,
925IHFL25B,20977,,,,,,,,,
925IHFL25H,20968,,,,,,,,,
925IHFL25A,19993,,,,,,,,,
925ICCL25I,15205,,,,,,,,,
925ICCL24A,14005,,,,,,,,,
925IBHL27,9262,,,,,,,,,
925IBHFL25,14683,,,,,,,,,
925ERFL28,2254,,,,,,,,,
925CAGL26,18471,,,,,,,,,
925IHFL25,19756,,,,,,,,,
925IHFL25Z,19945,,,,,,,,,
925IHFL26,5850,,,,,,,,,
925IHFL26A,23281,,,,,,,,,
935IHFL28,5861,,,,,,,,,
935AKCF27,23722,,,,,,,,,
931SFL26,12919,,,,,,,,,
930SFL28,6149,,,,,,,,,
92LTF29,20638,,,,,,,,,
92ICCL28,4942,,,,,,,,,
925IHL25,14688,,,,,,,,,
925IHFL29,23305,,,,,,,,,
925IHFL28I,17546,,,,,,,,,
925IHFL28C,18859,,,,,,,,,
925IHFL28B,21016,,,,,,,,,
925IHFL28A,20104,,,,,,,,,
925IHFL28,14714,,,,,,,,,
925IHFL27,7769,,,,,,,,,
925IHFL26B,23287,,,,,,,,,
955IHFL27,11352,,,,,,,,,
955IHFL27A,11843,,,,,,,,,
957ICCL25,8625,,,,,,,,,
957ICCL28,15245,,,,,,,,,
980IHFL33D,21024,,,,,,,,,
980IHFL33C,19776,,,,,,,,,
980IHFL33B,21044,,,,,,,,,
980IHFL33A,18904,,,,,,,,,
980IHFL33,20120,,,,,,,,,
980IFSL25,14042,,,,,,,,,
980IHFL34,23321,,,,,,,,,
980ICCL28,14032,,,,,,,,,
97SFL28,6168,,,,,,,,,
97SFL26A,4936,,,,,,,,,
97SFL26,12933,,,,,,,,,
97MOFSL34,23712,,,,,,,,,
975NFL25,17334,,,,,,,,,
975NFL24,9852,,,,,,,,,
97SFL29,8642,,,,,,,,,
984ICCL26A,14030,,,,,,,,,
985ECL28,4292,,,,,,,,,
985ICCL28,14038,,,,,,,,,
9IBHL25,9209,,,,,,,,,
9IBHFL26BA,18628,,,,,,,,,
9IBHFL26B,18634,,,,,,,,,
9HFL34,21233,,,,,,,,,
99IFCI24,5759,,,,,,,,,
990IHFL27,23293,,,,,,,,,
990IHFL26I,17515,,,,,,,,,
990IHFL26D,14720,,,,,,,,,
990IHFL26B,20995,,,,,,,,,
990IHFL26A,20061,,,,,,,,,
990IHFL26,19760,,,,,,,,,
990IBHFL26,14696,,,,,,,,,
98IHFL27,13484,,,,,,,,,
98ICCL26,15235,,,,,,,,,
985IIFL22,19067,,,,,,,,,
975IHFL28,5857,,,,,,,,,
9IHFL25,7755,,,,,,,,,
975IHFL27,23465,,,,,,,,,
971IHFL28I,17564,,,,,,,,,
965IHFL25D,17934,,,,,,,,,
965IHFL25C,13497,,,,,,,,,
965IHFL25B,20970,,,,,,,,,
965IHFL25A,19951,,,,,,,,,
965IHFL25,14678,,,,,,,,,
965IFSL26,14045,,,,,,,,,
965IHFL25E,18814,,,,,,,,,
965ICCL25I,15210,,,,,,,,,
960ISFL25,20767,,,,,,,,,
960CAGL25,12444,,,,,,,,,
957NIDO26,17864,,,,,,,,,
957ISFL26,20769,,,,,,,,,
957IHFL31,23313,,,,,,,,,
957IHFL30,18879,,,,,,,,,
965IBHFL25,14692,,,,,,,,,
965IHFL25F,20130,,,,,,,,,
965IHFL26,23283,,,,,,,,,
965IHFL28,14704,,,,,,,,,
971IHFL28C,18861,,,,,,,,,
971IHFL28B,21019,,,,,,,,,
